,"[0,1]","[0,4]","[1,2]","[1,3]","[1,4]","[2,3]","[3,4]"
2517,1,9,6,6,3,3,4
2518,6,0,2,6,3,4,8
2519,6,8,6,9,5,3,4
2520,3,4,8,6,8,4,7
2521,6,3,3,8,4,1,4
2522,7,5,5,7,4,6,7
2523,1,2,5,9,0,1,5
2524,2,9,3,9,2,7,3
2525,4,3,1,9,6,2,7
2526,6,5,1,8,8,5,1
2527,9,7,5,6,9,2,4
2528,9,8,2,8,7,4,6
2529,6,9,5,9,8,0,9
2530,9,0,5,9,6,5,0
2531,8,3,2,7,8,1,8
2532,4,0,3,8,2,2,2
2533,8,5,7,6,5,4,6
2534,4,5,1,8,0,4,9
2535,3,7,8,8,2,2,8
2536,4,1,4,7,2,9,6
2537,6,9,2,6,6,0,5
2538,4,6,6,9,5,2,1
2539,5,8,7,6,3,7,8
2540,3,7,0,7,9,3,8
2541,6,7,5,8,6,1,8
2542,5,5,7,7,9,8,9
2543,7,6,9,6,8,0,3
2544,7,2,9,7,2,4,4
2545,4,5,5,9,0,5,2
2546,3,3,0,8,5,7,9
2547,9,9,9,7,0,9,4
2548,1,3,7,9,3,4,0
2549,3,1,7,8,2,5,7
2550,2,9,6,6,1,0,2
2551,5,7,3,9,6,1,8
2552,4,5,7,6,2,7,2
2553,1,1,3,8,4,4,4
2554,3,4,6,9,2,4,9
2555,1,2,4,9,4,2,9
2556,2,9,7,6,4,3,1
2557,2,9,4,8,3,4,8
2558,5,8,2,7,5,6,6
2559,9,4,6,8,1,3,3
2560,1,2,1,7,3,0,9
2561,3,0,0,7,3,7,0
2562,8,3,9,6,6,4,5
2563,3,8,1,6,2,9,3
2564,8,4,6,8,8,9,7
2565,0,0,0,7,1,7,7
2566,4,0,9,9,5,8,9
2567,6,5,9,6,8,6,8
2568,2,7,4,7,4,9,6
2569,3,1,5,9,3,6,6
2570,6,4,0,8,6,8,6
2571,6,5,0,9,3,6,8
2572,4,7,6,9,9,7,9
2573,8,1,3,8,6,8,1
2574,6,6,0,7,3,9,6
2575,2,2,7,7,8,5,2
2576,6,3,7,6,9,9,8
2577,6,0,0,9,2,6,6
2578,2,2,1,8,0,1,8
2579,2,7,9,8,2,4,4
2580,5,6,4,6,9,1,3
2581,2,2,3,8,8,9,4
2582,3,7,4,8,4,2,1
2583,1,8,6,7,4,3,8
2584,2,8,7,9,5,3,4
2585,5,6,1,9,5,8,4
2586,9,9,4,8,9,0,2
2587,6,0,9,8,7,3,4
2588,1,0,1,9,7,5,2
2589,7,8,2,8,9,8,6
2590,7,0,6,6,5,4,7
2591,6,9,7,7,5,2,1
2592,5,0,1,8,3,8,2
2593,6,9,5,7,6,8,5
2594,9,0,9,9,7,1,9
2595,3,0,1,9,6,4,6
2596,7,6,2,9,5,2,7
2597,5,0,6,8,0,6,2
2598,2,3,7,7,8,2,2
2599,8,6,7,6,7,7,1
2600,8,0,6,9,1,4,6
2601,4,4,5,7,3,6,0
2602,3,9,0,7,9,5,4
2603,2,5,7,9,3,0,1
2604,1,0,9,9,4,8,7
2605,5,0,6,7,0,4,0
2606,4,9,1,9,4,0,3
2607,6,1,4,6,1,5,9
2608,1,8,5,6,7,8,1
2609,5,2,3,6,2,7,3
2610,4,5,7,7,7,6,1
2611,9,2,4,7,1,7,5
2612,5,8,7,9,3,3,4
2613,7,2,0,8,5,2,9
2614,0,0,3,9,8,4,2
2615,6,5,8,8,1,0,0
2616,8,6,6,6,9,3,9
2617,0,4,9,9,3,6,3
2618,6,7,6,8,6,3,2
2619,5,1,9,8,7,1,4
2620,1,9,7,8,1,7,3
2621,9,0,2,9,9,0,7
2622,9,7,7,7,9,0,7
2623,6,5,4,7,7,2,6
2624,6,4,4,7,7,2,4
2625,6,4,7,9,7,3,0
2626,7,9,6,9,8,7,3
2627,0,7,9,8,3,0,1
2628,2,5,0,8,8,5,2
2629,5,8,5,8,2,4,9
2630,2,1,5,6,7,8,8
2631,2,2,8,7,5,0,4
2632,4,2,5,7,1,2,3
2633,4,9,9,6,5,1,9
2634,6,2,2,6,1,7,5
2635,2,1,5,7,7,6,2
2636,9,4,7,8,4,3,0
2637,3,5,3,8,3,9,6
2638,8,1,2,6,6,5,8
2639,1,7,8,6,7,1,4
2640,9,5,8,6,7,0,6
2641,2,3,0,6,1,8,6
2642,6,0,0,8,9,6,5
2643,8,5,8,9,9,8,7
2644,8,2,6,8,1,9,0
2645,3,3,2,9,4,9,5
2646,9,7,2,7,5,8,2
2647,9,6,5,8,2,7,9
2648,2,1,2,8,3,2,2
2649,6,8,7,6,2,9,0
2650,3,1,8,8,1,1,8
2651,2,2,7,6,8,5,2
2652,1,5,0,9,9,1,0
2653,3,2,1,7,0,8,5
2654,0,0,5,7,2,9,1
2655,5,5,0,8,1,7,8
2656,6,2,9,9,9,5,2
2657,6,1,4,7,1,0,1
2658,4,9,0,7,7,7,4
2659,2,8,8,9,5,9,9
2660,4,6,4,8,0,9,6
2661,4,4,1,7,8,9,6
2662,5,8,6,7,8,9,7
2663,7,2,8,6,1,8,6
2664,5,4,6,9,4,7,9
2665,4,8,5,7,9,6,6
2666,7,7,8,7,5,6,7
2667,4,6,5,6,1,7,8
2668,3,1,2,9,1,9,8
2669,9,2,9,9,8,6,1
2670,5,3,1,6,4,1,6
2671,0,2,5,7,7,2,8
2672,2,4,2,8,5,2,7
2673,6,0,5,8,0,7,7
2674,4,3,2,7,1,0,1
2675,7,6,4,9,9,6,4
2676,5,9,9,6,0,6,6
2677,2,6,8,7,4,5,1
2678,9,9,2,8,3,9,5
2679,1,9,5,7,7,4,1
2680,2,6,0,8,4,6,2
2681,5,6,6,8,0,6,6
2682,9,3,8,7,9,4,9
2683,5,7,6,6,0,1,3
2684,5,1,2,7,2,4,3
2685,0,9,4,6,1,7,0
2686,5,7,8,6,6,6,7
2687,0,3,6,8,8,6,1
